Class Index,Title,text
4,Singingfish Floats New Multimedia Search,"With broadband and desktop media fueling consumer interest in digital media content, video and audio search provider Singingfish has launched an improved search portal to help the world find more multi-media online."
3,First credit rating for Serbia  19:50 November 01  Dow Jones,"LONDON -- Monday -- Serbia reached a milestone on the road to economic stability Monday, as its first-ever credit rating opened the way for a return to international credit markets."
3,US Insurance Stocks Plunge on Concern About Spitzer (Update3),The plunge in US insurance stocks widened to include companies such as Aetna Inc. and Humana Inc. on concern New York Attorney General Eliot Spitzer #39;s probe of the industry will drag down profits.
2,Louisiana Tech Bulldogs,"RUSTON, Louisiana (Ticker) -- No. 17 Fresno State could not overcome a dominant performance by Ryan Moats or a poor one by Paul Pinegar."
3,Kiwi hits eight-year high against struggling greenback,"The New Zealand dollar has hit its highest level this year, propelled by a dramatic dip in the US dollar. As the greenback slumped against most global currencies, the kiwi rose to 71.02USc, its highest level for eight years."
3,Martha Stewart Living posts bigger loss,"Martha Stewart Living Omnimedia Inc., still reeling from the personal legal woes of its imprisoned founder, former chairwoman and CEO, posted a wider loss in the third quarter "
3,"Update 4: Tokyo Stocks Shed 1 Percent, Dollar Up","Tokyo stocks shed more than 1 percent Friday, extending declines to a sixth straight session driven by Wall Street #39;s weakness and worries that higher oil prices may crimp corporate profits."
1,US Forces Move Deeper Into Fallujah; Clashes in Mosul,US and Iraqi forces are pushing deeper south into the city of Fallujah on the fifth day of a joint offensive to drive out insurgents.
4,Astronaut #39;s kudos to Rutan,"I applaud Burt Rutan and the SpaceShipOne team for their miraculous achievement of winning the Ansari X Prize. As an astronaut, I understand well the challenges they faced in reaching suborbital space."
4,Mobile phone  #39;deafness #39; risk,"p2pnet.net News:- Defects in Siemens 65 series mobile phones could cause deafness, says the company.  quot;In extreme cases, this volume could lead to hearing damage."
3,Residents Protest Nation #39;s First Hydrogen Refueling Station,"Two dozen protesters greeted Mayor Tony Williams and top executives of Shell, who came to open North America #39;s first hydrogen refueling station."
3,This week in the state Legislature,"The Senate is expected to vote on the overall \$3.3 billion spending plan for the state Department of Transportation, which supports state and local highway programs, public transportation programs and department administration (House Bill 5528)."
1,Hamas official killed in blast,"JERUSALEM -- A Hamas official was killed Sunday when his sport utility vehicle exploded in a neighborhood of Damascus, Syria, seconds after he started the engine, according to witnesses and the Palestinian militant group #39;s leaders, who accused Israel of "
4,Midtier ERP Vendors Can Capitalize On Oracle Antitrust Verdict,"The door is open for Oracle to win its bid for PeopleSoft, and for midmarket ERP vendors to increase their business. By Elena Malykhina."
1,Peru Launches Offensive to Retake Siege Town," LIMA, Peru (Reuters) - Peruvian authorities on Monday  launched an offensive to retake a police station and end a  three-day siege by former soldiers in a southern Andean town."
4,BearingPoint CFO Out; Error Found,"McLean technology consulting company BearingPoint Inc. said yesterday that its chief financial officer, Robert S. Falcone, would retire on Nov. 30."
4,Update: PeopleSoft board won't negotiate Oracle takeover,PeopleSoft executives said over the weekend that they won't discuss a sale to Oracle at a price of \$24 per share but would consider an offer at a higher price.
2,Red Sox Stumble and Fumble Their Way to Series Lead," ST LOUIS (Reuters) - So much for the ""Curse of the  Bambino."""
1,Downer dismisses  #39;sexed up #39; Iraq warning claims,SYDNEY : Foreign Minister Alexander Downer dismissed newspaper claims the Australian government was repeatedly warned its support for the Iraq war would impede the fight against terrorism.
4,"iPod, DVD Players Lead Aug. Electronics Prices Lower"," NEW YORK (Reuters) - Price declines for U.S. consumer  electronics accelerated in August, fueled by discounted price  cuts for the popular iPod digital music player and traditional  DVD players, according to an industry study prepared for  Reuters."
4,Real targets iPod with download price cut,"RealNetworks has kicked off what it claims is the biggest online music sale in history. For a limited time, every song in the firm #39;s RealPlayer Music Store can be downloaded for 49 cents, with most albums available for \$4.99. "
4,Climax to show off Avalon to US publishers, #39;Project Avalon #39; becomes just plain Avalon; developer will show playable prototype of next-generation shooter to American execs.
1,"US Forces Bomb Iraq's Falluja, Seize Zarqawi Aide (Reuters)","Reuters - U.S. planes bombed targets in\Iraq's rebel-held city of Falluja, killing two people, and the\U.S. military said it had captured a lieutenant of its\deadliest Islamist enemy in Iraq in a raid early on Saturday."
3,Cisco #39;s Q1 Profit Leaps 29 Percent,"Cisco Systems has reported first-quarter profits of \$1.4 on sales of \$6 billion. Despite cautious spending by its corporate customers, softness in the global economy and a lingering uncertainty over whether "
4,Judge Challenges EU Position on Microsoft (Reuters),"Reuters - A top European Union judge\challenged the EU executive's reasoning in its antitrust court\battle with Microsoft Corp. Friday, questioning why it opposed\the U.S. software giant's setting industry standards."
1,Yemeni Ambassador to United Nations Dies (AP),"AP - Abdullah Saleh al-Ashtal, who served as Yemen's ambassador to the United Nations for nearly 30 years, died in New York on Thursday after a long illness, Yemen's Foreign Ministry and its U.N. Mission said Friday. He was 66."
3,"Top Court Upholds Visa, MasterCard Ruling"," WASHINGTON (Reuters) - The Supreme Court on Monday let  stand a ruling that the Visa and MasterCard credit card  associations violated federal antitrust law by barring their  member banks from issuing credit and charge cards on the rival  networks of American Express Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AXP.N target=/stocks/quickinfo/fullquote""&gt;AXP.N&lt;/A&gt; and Morgan Stanley.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MWD.N target=/stocks/quickinfo/fullquote""&gt;MWD.N&lt;/A&gt;."
1,Ivory Coast's Army Bombs Rebel Towns (Reuters),"Reuters - Government warplanes and helicopter\gunships pounded rebel-held towns in northern Ivory Coast for a\second day on Friday, fueling fears of a slide into all-out war\in the world's top cocoa grower."
3,UPDATE 4-New York #39;s Spitzer charges Universal Life with fraud,"New York Attorney General Eliot Spitzer on Friday filed suit against Universal Life Resources (ULR), charging the life and disability insurance broker with taking fraudulent kick-backs for steering business to certain insurers "
4,Cloud rat arrives at London Zoo,"London zoo celebrates the birth of a Panay cloud rat, a very rare tree-living rodent from the Philippines."
1,DEBKAfile Special Analysis,"Before deporting him to Lebanon in 1991, the late Yitzhak Rabin called Ezz-Eldin Sheikh al-Khalil the snakes head, singling him out as the terror master who raised and handled Hamas most accomplished terror operatives, Adnan al Hool and "
2,Plane of NASCAR Team Hendrick Missing,"Race fans wave American flags in the stands during the singing of the National Anthem prior to the start of the NASCAR Subway 500 stock car race at Martinsville Speedway in Martinsville, Va."
4,MmO2 Announces 3G Mobile Data Network Launch,"Customers will be able to download film clips, audio and video, interactive multiplayer games, multimedia music tracks,  quot;push-to-watch quot; services, as well as access large e-mail attachments."
1,"Bush and Kerry Trade Barbs in Fla., Ohio","DAYTONA BEACH, Fla. - The presidential candidates found new ways to go negative Saturday, President Bush accusing his Democratic challenger of putting politics ahead of the war on terror and Sen..."
2,USC Releases Stewart From Scholarship (AP),AP - Southern California point guard Rodrick Stewart was granted a release from his basketball scholarship Friday.
